youtube ID, start seconds, train/test split
YeWFoi3juY0,20,Test
YejBwjAq0BE,30,Test
Yf7qKEUtZI0,540,Test
YfHyNOyr0FY,136,Test
YfHyNOyr0FY,160,Test
Yfeb2atIARY,143,Test
Yfeb2atIARY,64,Test
Yg6ffw9wYfI,0,Test
Yg9tlH2G4pQ,0,Test
Yg8YFu_iPXE,49,Test
YgB5LH01wk4,28,Test
YgMhVOkY4z8,20,Test
YgQezIPNXF0,237,Test
Ygd2vAcDNX8,40,Test
YhJwTBFij48,15,Test
YhsRtJDOP7M,30,Test
Yi-mBYhFuAU,110,Test
Yi52cStoHrs,10,Test
Yi67qK4otrw,43,Test
YiZE7mAup7c,10,Test
YigNOStgaN8,29,Test
YjJioclqdQ8,150,Test
YjhvUhvyOqI,40,Test
Yjjbwz-n0kc,1,Test
YkXlzWKINB8,3,Test
YkXlzWKINB8,14,Test
YlLhX_JKOUE,27,Test
YlLqWCeiVPw,30,Test
YlzAVueb02o,1,Test
YlxKghgW170,190,Test
YmMFNGzxgU8,30,Test
YmdC9Y_ZRas,0,Test
YnAddSpBkf0,116,Test
YnS0OTSxH28,45,Test
YnWhz5PmqN0,320,Test
Yoa-XpbGDYo,62,Test
Yp1LRMarQdw,4,Test
Yp1LRMarQdw,15,Test
Yp2Y4-JURtQ,36,Test
Yp7DCAA8_6c,15,Test
YpI6DV35Xkc,14,Test
YpIqbmEI-Sc,4,Test
YpnV0M6XTc8,284,Test
YqYCDis3EUA,30,Test
Yqo1yD2nL70,230,Test
Yqo41N8k31A,54,Test
Yrd6uRHjAYM,2,Test
YrrAK3k1XNg,0,Test
YsQKXi_tx3A,57,Test
YtGB0xdVz0E,402,Test
YtGqHDxJdhI,12,Test
YtX2FSAgRmg,9,Test
Ytj9squ563E,6,Test
Yv7tC-NDw78,6,Test
YvQTRNZW-qc,56,Test
YvaMB2C6JC0,19,Test
YviyRCd9MmA,20,Test
Yvx9iGdJaWA,24,Test
Yw0CbjkXyEs,35,Test
YwB7s1PFTZQ,70,Test
YwNdDHEhm2g,5,Test
Yx-A1lxwtI8,382,Test
Yx396qvohX8,15,Test
Yxe-XYjWCZQ,50,Test
YyT7qyH6w5Q,53,Test
Yy_N0l9TqPg,34,Test
Xzl1udP0zzM,40,Test
Xzno7nZ05Ds,520,Test
Y-NQRl25Clk,50,Test
YQW0JX9vgZ4,219,Test
YLRR8Sd-d3Q,148,Test
YeJ08jA6G8A,300,Test
YxvrAkrnbWw,168,Test
Yz0JDhmwrVE,81,Test
YxuSDGXhwg0,98,Test
YzBaTwjmikc,6,Test
YzCknBR8gS0,9,Test
YzE7GTQrnws,30,Test
YzTjO8OBEZE,49,Test
YzlRdbQyKko,91,Test
Yzz_Pr153kg,320,Test
Z-761oF0m8Y,40,Test
Z-J1ZV91qUo,0,Test
Z-V-1iUbMWI,520,Test
Z059OP-tpB0,10,Test
Z0ApVMtoUTc,160,Test
Z15myrYxsyo,60,Test
Z1c7VMBX5Zw,80,Test
Z1mtsXU_aA0,70,Test
Z1nVrVf5w8k,32,Test
Z1s65WhSgEE,24,Test
Z2ID5jSvRic,44,Test
Z2QYhBH95-0,510,Test
Z2xer7bXF6A,30,Test
Z0SQR26Q5zc,25,Test
Z4E25wqTa8M,26,Test
Z4Ks6NEpBy0,63,Test
Z5576WgvHEE,420,Test
Z5Sqfd0Xsa0,113,Test
Z5uq7njnXj4,30,Test
Z6-8Y-NzlbA,163,Test
Z6RAeTmdbZc,0,Test
Z6YDoro1SrQ,10,Test
Z6gJrKJxeC0,20,Test
Z6q5oOyB5lQ,10,Test
Z6sT9l4eUWo,358,Test
Z77y1EeAGlU,290,Test
Z7Hzc1Yw2aY,60,Test
Z7k8DnqJlS8,26,Test
Z7kVmTjaaIQ,310,Test
Z7yFCSsIm8w,70,Test
Z8-km9Oy4iI,109,Test
Z8ei3as3XM8,6,Test
Z8eqx-kPDs8,4,Test
Z8lpW0QTDFY,92,Test
Z8oPK7pqPiE,47,Test
Z93cN2Lj1kQ,23,Test
Z9UWNPu995Y,43,Test
ZA6GgXnFlQI,56,Test
ZA7v-M3ufVk,143,Test
ZATyLCmi-Js,177,Test
ZActhi7hlb8,0,Test
ZAfktl4Lf74,90,Test
ZBMOQIjQTCE,21,Test
ZBeFlwqLtvI,20,Test
ZBmZQGLnAZ8,3,Test
ZCA_NapBTlg,60,Test
ZCSr8-WUZM0,1,Test
ZCnnnCBtkQo,220,Test
ZCsDpTT-IUc,5,Test
ZD1ppZwVsF4,20,Test
ZDEzyDQXWrA,170,Test
ZDLIif5YIbk,199,Test
ZDabUhCo6p4,39,Test
ZDin0aYAkTU,20,Test
ZAOJMstH3Fk,0,Test
ZDjhFeewAH8,172,Test
ZDkrHsOm0Bs,430,Test
ZDxFYPSNA9I,30,Test
ZENfhZYyv-M,30,Test
ZESraPPST3A,190,Test
ZEYDYuIc3Ig,24,Test
ZF5Dz_k2h0I,32,Test
ZF1Dp_lYcB0,25,Test
ZF5Dz_k2h0I,42,Test
ZFLEgkYWd9o,70,Test
ZGfeGPpRBb4,140,Test
ZH8GIGMUuXg,3,Test
ZHiZs5kbNvc,134,Test
ZHl7JFFN1hE,63,Test
ZHurva_B8iY,378,Test
ZHnpad4e8rI,16,Test
ZIM56tyTFzI,150,Test
ZIXQaHoUeW8,388,Test
ZIcviHG2DIU,11,Test
ZIgZ_OKQyF0,225,Test
ZIidwJm1pow,36,Test
ZJGxlPmdhlg,20,Test
ZJJ1lznTtvs,150,Test
ZJqvv1UXl4Q,193,Test
ZK3WeyF9rU0,40,Test
ZKDm99Nd94M,46,Test
ZKL-1WeINE8,295,Test
ZKVTYLYh_FM,29,Test
ZKYJkS6aMFk,130,Test
ZKmq8mWSYZU,8,Test
ZLXmK5dVGe0,16,Test
ZLYmFgEM3Ps,84,Test
ZMqnrIkdG7g,14,Test
ZMziB_u-0PY,190,Test
ZNISbjG3FvI,460,Test
ZNboftBNdyY,406,Test
ZNfZDH_5Oc0,11,Test
ZPEKeZeaQY8,42,Test
ZPu2CZsyLxs,33,Test
ZQBCZ8YvBx0,40,Test
ZQYylxLBA-0,20,Test
ZQaLxd5NP-o,320,Test
ZRCGhdsm9SU,22,Test
ZRVktsXO9FI,66,Test
ZRXLzuQr404,72,Test
ZRbAhRimdGU,0,Test
ZRenopAhKGA,98,Test
ZSa-7nQ3sag,34,Test
ZSpNgmX_wDM,30,Test
ZTRbQ5z6lgQ,76,Test
ZToucWzyMGE,286,Test
ZTtTPW4i69c,530,Test
ZU9P2kX5Hkc,30,Test
ZUJ5LJGX9oc,20,Test
ZUPLFIqO5iI,65,Test
ZUPakELqlak,0,Test
ZUn35N0BGco,40,Test
ZV5jwvYZLcg,29,Test
ZVUDIspSmfg,80,Test
ZWABn6lL7qE,2,Test
ZWDRFzQFJ6k,10,Test
ZWKD0KR8Wh8,140,Test
ZXTx_-x7mA4,30,Test
ZZ-D-nqkpnw,8,Test
ZZEJFLz-YkY,30,Test
ZZO50JTetDE,580,Test
ZZca9wzn8jk,50,Test
ZZhkohnlobs,382,Test
Z_UTff6Ehbc,30,Test
Z__IjjEMaxw,92,Test
Za8bwlW9dNE,89,Test
Za2ezCNvBeU,15,Test
Z_sW4UxpbbY,50,Test
ZaXWIcv52Ac,10,Test
ZabaIY7WsQk,1049,Test
ZaoRL9pP0Qk,33,Test
Zb4bLLeFf6w,30,Test
ZbFsmB_ikjE,282,Test
ZbMmJapDcuQ,30,Test
Zbz0xb0BYSk,90,Test
ZbzU-1oiCgk,107,Test
Zc7DmNELxM8,524,Test
ZcAU9GB1lTk,10,Test
ZcCJa8ycExI,50,Test
Zcw1equ-oxw,22,Test
ZdCcXG-XKuU,48,Test
ZdzOmen78_M,10,Test
Ze6cAL1XHpg,33,Test
ZeGJwFzz-MQ,41,Test
Ze6cAL1XHpg,22,Test
Zea2JTzqlfU,10,Test
ZedCPKaacjU,326,Test
Zf80t_eoTUw,30,Test
ZfCopIQsYMU,28,Test
ZfH7vNiMNq0,24,Test
ZfMCi2qSoyQ,121,Test
ZfV5OPtQ-Iw,235,Test
Zffd6ywwu2E,254,Test
ZfgWvnl4zKU,50,Test
Zfn6CE4-jww,245,Test
Zg5NefrIN6Y,1,Test
ZgXskkeqtko,500,Test
Zgo3XfCEyag,10,Test
Zgogkej7gHg,149,Test
Zgt8NQLlwqc,50,Test
Zhd1AhozSP4,229,Test
Zhfm2dWtnpc,9,Test
ZiXWGfYgQYQ,520,Test
ZijAmOhQWJI,44,Test
Zik6ww2y4iE,120,Test
ZiqSkcy064k,210,Test
Zk9vEJDmQTg,270,Test
ZkQezemBkEg,11,Test
Zl3NM0jYmSg,3,Test
Zl5HwzgGHzM,0,Test
ZlVWNvuHEMY,30,Test
ZltMs0GS7ak,10,Test
ZmFHazeHUhA,1,Test
ZmmrqRJmZJU,5,Test
ZmlCzyNksyw,20,Test
Zn4UNt-S0Tw,30,Test
Zn59rLI3Zu8,46,Test
ZnjBBthAYA0,300,Test
ZnuWG7p9qFo,1,Test
Znvxy9ZzFhU,16,Test
ZnzUnrS1MEs,23,Test
ZoqyrbITfUs,21,Test
Zp2L7nUW960,120,Test
ZpvEtae7CL8,30,Test
Zr06Y5RGf-E,30,Test
ZrLufJWGrw8,203,Test
Zrdk_dVFpC0,1,Test
ZrdnIaAdAC0,1,Test
ZrhCr9ERNDs,8,Test
Zrv-ITJpHIA,1,Test
Zs8liAFeuuQ,45,Test
Zs8liAFeuuQ,58,Test
ZsAbxHdSt6Y,5,Test
ZtSKqaUx9RM,25,Test
ZtbHCSOFJQ8,0,Test
Ztu7y5sfmVQ,121,Test
ZtwvUQDNECE,220,Test
ZtSKqaUx9RM,136,Test
Zu6bzTWcSvE,5,Test
ZuGfqXa6hCY,69,Test
ZuORAfD4B3g,5,Test
Zug7h0WUcoc,182,Test
ZuiPk-3Vzjs,9,Test
ZupYRFssMSs,71,Test
ZvJAwhedOYg,66,Test
ZvLQsXPDNkU,0,Test
ZvOqpnU8bNs,151,Test
ZvUdlYXsSUw,183,Test
ZwU3QyLlg6o,179,Test
Zx0hF06CVs8,10,Test
Zx5zo1jK18U,50,Test
Zx6SQDhUm3U,6,Test
ZxbzaXWGpXk,6,Test
ZyIWgvAwxAI,30,Test
Zy70U6w0yXw,88,Test
ZyUqhIDVuNc,153,Test
ZycgyuSiP5g,34,Test
ZyuPmMkljwc,53,Test
ZzryyjVB3c0,10,Test
ZzwRtNxJCWg,7,Test
ZzxpxYvwcSE,159,Test
_-2Juad6tOo,0,Test
_-4yYAN3yXQ,11,Test
_-7I00cZUE0,64,Test
_-CbV2Zwwpk,49,Test
_-EwgxFDVzI,8,Test
_-OjhNiOIhM,19,Test
_-c-DZiwsG4,30,Test
_-h-6612NnU,110,Test
_01AFLSuy4M,36,Test
_02VEP2yYu8,10,Test
_0V9pmpgzrI,60,Test
_06kAQjmP_E,30,Test
_0cw63_LXSE,6,Test
_0tOKh6cVXo,45,Test
_0uY3MSJyLA,80,Test
_1vudgh5RpE,59,Test
_2Am75YTLPk,84,Test
_2Am75YTLPk,104,Test
_20L5RYrkT8,160,Test
_2goiocwow0,192,Test
_3CEQlPHpcc,2,Test
_4-Cjx80-DU,10,Test
_4GHOB8H3FQ,225,Test
_4PVum4IYPk,49,Test
_4T9LguxEUI,14,Test
_4doKDSYLvs,290,Test
_4R3qHn1n50,200,Test
_4r0yXFki-8,7,Test
_5VOjJZ1xXw,91,Test
_5W5RhSKafw,252,Test
_5oSovSWUik,30,Test
_6CcMl9jrW8,4,Test
_6cck2CHhFE,73,Test
_71uVNPs6cI,60,Test
_7Mztn2UG_I,19,Test
_8AqWFn-gpY,6,Test
_8GjpSAUQoQ,60,Test
_8rMvV4jdlE,107,Test
_8m_rszChvE,14,Test
_8ydbjEqlJ4,78,Test
_9Qg8vII6eA,12,Test
_AIz9WzODfI,30,Test
_ARA08bPPp8,0,Test
_ARA08bPPp8,15,Test
_AVX-Ug22Pc,10,Test
_B9VTD1IA-I,14,Test
_BM2Z8OMEg4,130,Test
_BS02seNphc,30,Test
_BIpymtB8Xg,48,Test
_Bqwuh90sBo,14,Test
_C45x6IUMuQ,3,Test
_COUhYgRBno,80,Test
_D4Liu09BkI,152,Test
_DGcy2D6z_o,90,Test
_De-0kKlx_4,0,Test
_DvAB5uL8XI,96,Test
_F-_F7y5VhI,70,Test
_FKWhG9un3Y,380,Test
_FMnjd3SDew,30,Test
_G18rIGlJyc,97,Test
_G_fJiwuFBE,211,Test
_Gd04M1s1wg,30,Test
_GmRuZdZaY4,2,Test
_HWd6Qi23UY,30,Test
_HpiBMEJMHw,72,Test
_IpFYMOB8sY,20,Test
_Jx6Gt0Cm4M,96,Test
_K9FFnwkG0Y,35,Test
_ISFiW-A2B8,129,Test
_KRL7vTpD-0,30,Test
_KridLApDug,46,Test
_L2Y9ftYKKU,130,Test
_L5Jp1l3kMQ,61,Test
_LEd7v9BjYU,108,Test
_LyHbnGwv3w,0,Test
_MDHC7_a63w,35,Test
_MH5E6PALeE,30,Test
_MhpIsfqNL4,97,Test
_NROsRGhIZw,50,Test
_O5NaJziPSo,490,Test
_O7JwtSY4yA,30,Test
_OII0mDYqJU,16,Test
_OFyfcFXi8o,20,Test
_P-DB961ONs,230,Test
_P34NKsblxo,5,Test
_P34NKsblxo,75,Test
_P6YdfHlJJg,0,Test
_PCju0VKyS0,30,Test
_PH3yyLdhIk,17,Test
_PIgQHr9-8A,50,Test
_Pm4A9bNmXk,1,Test
_PnPolAU5rA,30,Test
_QYbisnpKlQ,40,Test
_R1yywnA0DU,202,Test
_QqC2cIB9xQ,9,Test
_RB9txkXq1o,53,Test
_RB9txkXq1o,66,Test
_RgUM9aBzyU,209,Test
_RnZub-ZSus,48,Test
_SMA9hcZnEY,124,Test
_SMA9hcZnEY,33,Test
_SW4xdjuA-E,4,Test
_U7Elx8Cowo,16,Test
_U4NdEH1I-k,30,Test
_TkJhqT_IIM,0,Test
_UzNht0Fl88,16,Test
_VSVPTkogYk,14,Test
_VYz7Hsttt8,76,Test
_WDY5OuctOs,92,Test
_WR0x1BRkm0,1,Test
_WK-6_dHkwM,11,Test
_WW2H4Zlbw8,30,Test
_W_KnNv9Fog,11,Test
_X4EsM2D5Pk,165,Test
_X4EsM2D5Pk,178,Test
_X69MdLl5rU,18,Test
_Xha6m87OOs,60,Test
_YJDjaiEaMY,30,Test
_YB-yyn5adE,45,Test
_Ygc6UKiyIQ,25,Test
_YxACTpjX-I,118,Test
_Yy8LLBGm60,49,Test
_Z2Hq_eCHTM,270,Test
_ZcRqHhukjA,41,Test
__GOGlHL23s,145,Test
__ZkQzOL9Ac,44,Test
__lrRVirQQI,50,Test
_a8oW2oC8GE,0,Test
_aZVpKAVTYg,52,Test
_bIE0Cnyaf4,56,Test
_bkMO3cOoyg,129,Test
_cb_U_z_Ct0,30,Test
_dN5mROd8QE,34,Test
_dN5mROd8QE,47,Test
_dMKUFMq2n8,202,Test
_dc_OE5O8Cs,9,Test
_dl-OakpcJc,35,Test
_e494e6o39s,178,Test
_e8MH62ZmSw,40,Test
_eNVk82qHyY,10,Test
_eBPydLCBjQ,252,Test
_eX_uZrOUik,30,Test
_eceNIlHt4E,204,Test
_evex4Vvaxo,70,Test
_f-7q5uU30k,19,Test
_fKTbfYFQKM,11,Test
_fUpJR6YKMo,49,Test
_fji_yRt11A,84,Test
_fprJMwmYoU,221,Test
_h3eyraAjn8,0,Test
_h5xxCC6r6E,42,Test
_hbDwMvDAdg,10,Test
_hpO6Ftvvr8,8160,Test
_iSgAhxOWjU,100,Test
_itwTub5wQU,35,Test
_j1DBw30be0,80,Test
_jQf4ZeKVbs,2,Test
_jqpJXNsj-4,17,Test
_jmgOxvIg5s,97,Test
_kTrCCdC5CY,20,Test
_kgVaDLEXMQ,47,Test
_lyrXjJF6JQ,11,Test
_m695EFZwOE,55,Test
_mBFr_5_Exc,30,Test
_mGXFFx7ooo,0,Test
_mah4Q004sg,17,Test
_nFo6r6CPTY,530,Test
_nV7oGzAT0I,30,Test
_oFh8VzSq7Y,250,Test
_oel7mDllgs,20,Test
_oufCa8iplU,30,Test
_pMIvJB5ciQ,70,Test
_pe7k8ShK40,450,Test
_pq4iu_vhd0,240,Test
_qFYpIUWFTc,16,Test
_qMU3-j4GSE,0,Test
_qstoPwd8oQ,2,Test
_qv2AeA-Sz8,482,Test
_qv2AeA-Sz8,11,Test
_r--eecSZRk,24,Test
_rFtbgF-Im8,11,Test
_rBejk3purI,2,Test
_rc_VveNIJY,400,Test
_rmgWtvhMl4,1,Test
_rr9MJIJYAM,100,Test
_sMX2Sl6GUc,110,Test
_sVuAztuRto,30,Test
_sT2tQ1gvpQ,158,Test
_sXBop3-YIc,20,Test
_snV8otOVmg,293,Test
_stljT6_Il0,49,Test
_svC8K6DaaY,260,Test
_tST2Jz7TxM,101,Test
_u4roPVjQfQ,9,Test
_u9zUuBdo1k,0,Test
_u5fAQI63Fc,1,Test
_uB4mF1KHd4,23,Test
_uM9fy4O8JY,380,Test
_uUBfVH6d5E,0,Test
_uqIj5GlqJo,31,Test
_ur1i6ZW6Xo,119,Test
_uswoJHYy14,60,Test
_vMO5GYK-Xo,52,Test
_vQ-yp5Pv1A,10,Test
_vSLx2sPCZI,12,Test
_vTHP6Sr4s4,40,Test
_w4NoiQ_2ms,119,Test
_w4NoiQ_2ms,153,Test
_wG7o8ic_OQ,32,Test
_wQakQ-AC3A,20,Test
_xJSRDTGvso,180,Test
_xWnbo87aLg,30,Test
_xnBT8I6h_g,30,Test
_xsRyM_fXYI,6,Test
_yKez2M5G4w,305,Test
_yrReFAMJZo,65,Test
_yxJZgTq3uA,22,Test
_z72jRCSaeE,80,Test
_zHfKAV4WYU,122,Test
_zaI0jJTai4,30,Test
_zc4KrP2NUU,59,Test
_zeFJdgKMv8,30,Test
a-hEPCiwMck,21,Test
a-j5dGYUQg0,2,Test
a-lgkBrwPVQ,30,Test
a-sRKmL4LLU,740,Test
a0Svjf_X-LA,85,Test
a0pyoqnC1uQ,47,Test
a0kLlYbaHGQ,71,Test
a1VulahjR68,70,Test
a1X1BVJnHog,33,Test
a2k6w7aKX4U,70,Test
a2rUXBLP27o,105,Test
a24QaueaUJU,8,Test
a2up_DJ7SdQ,209,Test
a3-7275vcqE,53,Test
a3F42ibjgsY,10,Test
a3bzv4g5G6A,50,Test
a3fB7LY-EBk,80,Test
a3pAnkHkMgE,20,Test
a3v4J-E5-DU,30,Test
a4HgsaaMErU,0,Test
a4dLkP-Cxgo,70,Test
a4q2WyC9lfU,160,Test
a4tIKoN_wpg,196,Test
a57DUeBMeHY,320,Test
a57mOEAAI3Q,126,Test
a5-VBFT8Kq0,149,Test
a5qlRs3QU3s,19,Test
a6B3XGKM_5w,128,Test
a6Jm0oE9Qok,57,Test
a6ykRkRQiG4,12,Test
a6ykRkRQiG4,0,Test
a78Fx50gjVk,20,Test
a7UROVkzA1w,30,Test
a8IthUlIWGg,210,Test
a8mn51-Vt5E,12,Test
a8oNPDJYt0g,30,Test
a9qkEp3BvNQ,30,Test
aA8L9J0jKhU,193,Test
aAjAIGNK1zE,0,Test
aA_WYQ3cayU,241,Test
aAkxgn7odOc,12,Test
aAnCOKxPgaA,140,Test
aB0U9ULE9ek,456,Test
aBCPzr7cJPE,30,Test
aBT56BYBjLM,34,Test
aBvMACxnK6M,25,Test
aCVmJCtuPeg,200,Test
aCgioMwHdLI,220,Test
aEjzWR0U07E,0,Test
aFNqt_ehr1k,290,Test
aFRjid0_6H0,481,Test
aGOCHi_DVsA,1,Test
aH_rpUA1IOI,168,Test
aHuoX3agbFk,20,Test
aI6QnrV8qGE,95,Test
aK6WrCIJ_BQ,44,Test
aL1NhFQH3R8,30,Test
aM6F0Jfsb1A,1,Test
aOg-kmmRnP4,1,Test
aOqleVQCmwI,30,Test
aPavkNeB2YY,50,Test
aQ71LojkkiU,150,Test
aQ8829oJP1E,13,Test
aQTkQq7DT2s,30,Test
aQwTwSfJDa4,30,Test
aR8ZjITwYBs,20,Test
aRNCCMPDmpc,84,Test
aSYCwv_hda8,30,Test
aSW7XTLeBHk,327,Test
aSgmEBPgGuA,500,Test
aSizMziKwBs,30,Test
aT5tuQWMuLs,199,Test
aTRwnFJqTmI,80,Test
aTplTs_ffX8,30,Test
aU8dxXh2yqk,390,Test
aUCvBsCtJMs,260,Test
aUMmP6x3hiE,30,Test
aUfDxRelPHg,22,Test
aV-wXhi_heM,1,Test
aV71qwSxyEE,114,Test
aVSPjwbQvpM,200,Test
aVkuixiRqMI,20,Test
aVmg0EstZe0,30,Test
aVuv3OvZtPM,10,Test
aVzX3IT4Zfo,10,Test
aWgRtDIA2U4,29,Test
aWgqsfvIOQo,30,Test
aX9Pzv-Y31Q,20,Test
aXIOevuh_C0,38,Test
aXIOevuh_C0,53,Test
aXPGZ3Z8TZo,324,Test
aYRp2CZHLdU,0,Test
aYchgDvceyM,110,Test
aZ0Z67V7xf0,10,Test
aZLaApQk6IA,0,Test
aZaY18PRxxY,111,Test
a_G5PjYSwTw,20,Test
a__wFAetAUE,350,Test
aa1ss4PNNgA,5,Test
aaGL5l7WEZc,30,Test
aaNETotuNTM,33,Test
aacBGX9fbcM,42,Test
aajx_w7vgjA,3,Test
aayG11FAvxo,30,Test
aboMiRrOc0s,150,Test
abp0UHxxTNE,30,Test
acInDQ5iBBM,1,Test
acfD5UT_jz4,30,Test
acoOmn1bM-k,30,Test
acy--k7Qww0,25,Test
adDB54LSjFw,52,Test
adOiyLl1rV4,516,Test
aedpB8SoKmc,1,Test
aev9RgDP2i4,8,Test
aewj5M0rOw4,30,Test
afz_RTvufeo,0,Test
ageNOLmxe5k,50,Test
ageo2APnr_E,40,Test
agtjv6Tp5G4,24,Test
aiQ4zsFUCkw,2,Test
aifOve60Ybk,1,Test
aj9c7S8-kBM,230,Test
ajebE8xLW5s,85,Test
ajzI-iG4cnk,67,Test
akI8HyDc9Vg,30,Test
akOP9DILXrU,324,Test
ak_4thDgdeI,90,Test
al8F0vOpqcU,9,Test
alOVE44pqEc,170,Test
alTQ-kjoaBs,13,Test
alnmSR8z7NE,40,Test
alrGX_4HRq8,17,Test
am52p3RiYFQ,78,Test
amI2kXmzPrU,207,Test
amay8dmwqeU,170,Test
an9qioJSdPA,45,Test
anX7dL63Odw,30,Test
anq3RSrQQys,4,Test
ao4YPIe3dZI,121,Test
ao5IvqXB2S8,30,Test
apR5I0jzNsc,57,Test
apiwldD6mRo,20,Test
aqVyNqDHCu4,396,Test
aqai2CWfKrs,45,Test
aqt_sGrWBBk,63,Test
arF67Bldxf0,50,Test
arJ_VSx21uk,115,Test
arPk2rqGzTk,63,Test
arh5lmgyb8Q,4,Test
asHyyfH_vU0,187,Test
asIO8-Asni4,120,Test
asoU_mVzI1g,6,Test
at6MR6RxQ9g,80,Test
atfMLMDEOCI,10,Test
atnzN48iW8s,16,Test
attauSOGwBw,0,Test
au2ynxwHdfw,10,Test
auEJrTvUeio,70,Test
auNeQdxo_VE,45,Test
auVXsfNKZV0,6,Test
aumnhkEiJ5A,490,Test
av4JB95z7NQ,61,Test
av6YEizftQ8,20,Test
avHm5YJ83qE,20,Test
_2hpQeNbpR4,20,Test
_3G4POOLnTU,0,Test
_HjZbE8Ozuk,0,Test
_X8phJck_Hg,137,Test
_avvMepU-ZA,100,Test
_j1DBw30be0,35,Test
_jqpJXNsj-4,7,Test
_vIpL2xReEE,343,Test
_vKwj5yK1rw,80,Test
_vUcCZfrPF0,40,Test
aIDJON9PvwA,243,Test
aNmPy_PCO1I,80,Test
aO5LRQS08E4,87,Test
aOFZG4JnDtA,0,Test
aVZJIfAt20s,30,Test
asrPD20xYOA,54,Test
au_F6Yiv8n4,10,Test
avP3FnP0r1Y,160,Test
avW49p58CoM,226,Test
av_sMOoJ37E,0,Test
avtZJKydB-E,79,Test
awXSgxVMSFU,58,Test
awfbE0KxEjE,380,Test
awyYWb7YPV4,190,Test
ay1DyJPfH0c,29,Test
ayb2AyTv__8,0,Test
az-d1i0ZNQw,49,Test
azshGovt8N0,151,Test
b-GWFWCvkC4,50,Test
b-ZMwOmevmk,166,Test
b-qK-zMT9BE,93,Test
b0pVAXaFsDM,37,Test
b0z3czuvT8w,79,Test
b19N9dveNm8,111,Test
b2m8zgjdRZU,10,Test
b3i0oHpCwVQ,186,Test
b4-njsL9PWk,20,Test
b4rMwLhvkvQ,44,Test
b5Jms03wfVw,64,Test
b4rMwLhvkvQ,16,Test
b65Q_air6cA,19,Test
b7AT4mirDH4,473,Test
b7AT4mirDH4,473,Test
b80LyXGMHm4,6,Test
b8AzwUMbgb4,21,Test
b8DbhpLtCck,0,Test
b8SElprR1aE,150,Test
b8UU3GGaofA,30,Test
b8fp8ZcYdG4,36,Test
b8noZ99GTok,239,Test
b8u0U19frm4,59,Test
b8zB6N-IQ3A,17,Test
b93BO5AmhuM,50,Test
b9MBTI2EBhU,20,Test
b9_0h4gfccw,0,Test
b9i3PEUoVvo,10,Test
b9voyAgRrKA,20,Test
bA71d8tSJoE,30,Test
bB0vFY6OBC4,24,Test
bBF2qXEIStw,64,Test
bCxu3Vu_EBw,30,Test
bD98MJUnukw,0,Test
bDhHoUJ76f4,55,Test
bDoGTRe98EE,0,Test
bDoymkRKl0I,29,Test
bE-g0qhLzeI,18,Test
bEBk_VDqObY,11,Test
bEWgu8m8Pu4,8,Test
bEer09IfFaw,74,Test
b706mb7jI9Y,30,Test
bAqFnqLcWBA,0,Test
bAwP9NnBCb4,11,Test
bCNCFh8ImXk,214,Test
bFemGRum6nU,20,Test
bFpNA8v2e3Q,380,Test
bG2JuCT43kI,0,Test
bG48deg6r4I,40,Test
bGRYZOeEcG0,30,Test
bGiOkcjz3oA,12,Test
bIp6zdcSR04,260,Test
bJkWTIP00yY,206,Test
bJojzDHyQ1w,22,Test
bJsWV_Gm_8I,0,Test
bJzkn2kRh8g,70,Test
bK6R6-hKMLg,11,Test
bKFSDU_NgCQ,27,Test
bKPY--ZE0LQ,0,Test
bN9us83vZGw,196,Test
bNTGSKsTdHQ,0,Test
bNtC2yL_JEE,210,Test
bO-B_Vo1MAI,0,Test
bONz2Yl3zXI,10,Test
bP9s5XudOms,10,Test
bPBjsCVEHvk,243,Test
bPnTvf32q3k,1,Test
bR8fbwavKtc,60,Test
bRMhCq4dB9k,3,Test
bRxzuNjEocA,167,Test
bS1N8Ani7jk,180,Test
bSQfGon8nLU,4,Test
bTHB9wICG34,170,Test
bTUmZaCuYNA,106,Test
bTYeyV7WXm0,9,Test
bTcYSZoDqYk,30,Test
bTfX9LZrFYQ,30,Test
bToz2m9unIE,110,Test
bV2a1aNIzAI,30,Test
bVYG45Z8QzA,99,Test
bVfPdw2D4L0,27,Test
bWteBwV04yw,310,Test
bX2sOgFk3TU,91,Test
bX3Dpm0DHdg,19,Test
bXRmnUElQ7k,61,Test
bY-FI1YFm4c,0,Test
bY4N3jGS9P8,160,Test
bY74j47mLL4,44,Test
bY74j47mLL4,0,Test
bYAmDhQJtp0,70,Test
bYT1DZ7udkg,85,Test
bY_yPnJA99o,30,Test
bYT1DZ7udkg,96,Test
bZ2EkvT_gKY,250,Test
bZRTX23tpIc,125,Test
b_Ckjhvm1NQ,30,Test
b_CoZ9gXj9s,0,Test
b_MrD6DMP10,320,Test
b_Ore5olkLQ,279,Test
b_P6Q9C2_6Y,81,Test
b_Zvz_SQs-4,180,Test
b_hJemPlLbg,173,Test
b_kvMCmoZw0,30,Test
baLUZT4Di8Y,36,Test
baLUZT4Di8Y,52,Test
bacTM7qUTtw,100,Test
bao0ROlaAbI,0,Test
bafoaDnz9k0,30,Test
bao0ROlaAbI,10,Test
bayoDyDYjOY,1,Test
bb7zQXKfPk4,123,Test
bbTQQhnjZ8Q,57,Test
